120 180
23 94 -14890
24 94 -14920
25 94 -15070
26 94 -15310
27 94 -15310
28 94 -15470
29 94 -15510
30 94 -15580
31 94 -15450
32 94 -15470
33 94 -15640
34 94 -16100
35 94 -16020
36 94 -16020
37 94 -16239
38 94 -16129
39 94 -15560
40 94 -15000
41 94 -14880
42 94 -14520
43 94 -14520
44 94 -14860
45 94 -14970
46 94 -15360
47 94 -15360
48 94 -15900
49 94 -15950
50 94 -15910
51 94 -15770
52 94 -15740
53 94 -16000
54 94 -16140
55 94 -16720
56 94 -16800
57 94 -16510
58 94 -16480
59 94 -16370
60 94 -16290
61 94 -16400
62 94 -16390
63 94 -15480
64 94 -13030
65 94 -12830
66 94 -12400
67 94 -12220
68 94 -13160
69 94 -13230
70 94 -12290
71 94 -12440
72 94 -12460
73 94 -12700
74 94 -11910
75 94 -10810
76 94 -9740
77 94 -8780
78 94 -9710
79 94 -9380
80 94 -10040
81 94 -10200
82 94 -10250
83 94 -10730
84 94 -10700
85 94 -10610
86 94 -10470
87 94 -10330
88 94 -8820
89 94 -9120
90 94 -9290
91 94 -9350
92 94 -8810
93 94 -8940
94 94 -8720
95 94 -8900
96 94 -9130
97 94 -9000
98 94 -9310
99 94 -8300
100 94 -8380
101 94 -8380
102 94 -9380
103 94 -8500
104 94 -9010
105 94 -9240
106 94 -9600
107 94 -9840
108 94 -9620
109 94 -9750
110 94 -9750
111 94 -9840
112 94 -9840
113 94 -10230
18 93 -14650
19 93 -14650
20 93 -14780
21 93 -14770
22 93 -14770
23 93 -14920
24 93 -14920
25 93 -15000
26 93 -15310
27 93 -14950
28 93 -15490
29 93 -15520
30 93 -15520
31 93 -15820
32 93 -15680
33 93 -15680
34 93 -16010
35 93 -16010
36 93 -15870
37 93 -16140
38 93 -16040
39 93 -15560
40 93 -15390
41 93 -15230
42 93 -15090
43 93 -14920
44 93 -15010
45 93 -15820
46 93 -15140
47 93 -15210
48 93 -15750
49 93 -15820
50 93 -15790
51 93 -15770
52 93 -15780
53 93 -16000
54 93 -16360
55 93 -16840
56 93 -16620
57 93 -16410
58 93 -15880
59 93 -15880
60 93 -16290
61 93 -16120
62 93 -16120
63 93 -15050
64 93 -12930
65 93 -12080
66 93 -13070
67 93 -13190
68 93 -13170
69 93 -13310
70 93 -12290
71 93 -12430
72 93 -12470
73 93 -12600
74 93 -11430
75 93 -10580
76 93 -9710
77 93 -8650
78 93 -8730
79 93 -9610
80 93 -9770
81 93 -9990
82 93 -10170
83 93 -9940
84 93 -10110
85 93 -10620
86 93 -10510
87 93 -10090
88 93 -8820
89 93 -9120
90 93 -9430
91 93 -9290
92 93 -8960
93 93 -9060
94 93 -8800
95 93 -8820
96 93 -9080
97 93 -9240
98 93 -8320
99 93 -8370
100 93 -15050
101 93 -16410
102 93 -13870
103 93 -9230
104 93 -9220
105 93 -9400
106 93 -9640
107 93 -9840
108 93 -9740
109 93 -9780
110 93 -9840
111 93 -9830
112 93 -9900
113 93 -10140
18 92 -14650
19 92 -14650
20 92 -14860
21 92 -14830
22 92 -14820
23 92 -14850
24 92 -15020
25 92 -15250
26 92 -15420
27 92 -15300
28 92 -15210
29 92 -15130
30 92 -15590
31 92 -15690
32 92 -15580
33 92 -16010
34 92 -16079
35 92 -16040
36 92 -15870
37 92 -15920
38 92 -15840
39 92 -15780
40 92 -15200
41 92 -15200
42 92 -15170
43 92 -15170
44 92 -15770
45 92 -15360
46 92 -15000
47 92 -15000
48 92 -15720
49 92 -15920
50 92 -15660
51 92 -15660
52 92 -15960
53 92 -16329
54 92 -16780
55 92 -16660
56 92 -16400
57 92 -16430
58 92 -16340
59 92 -16100
60 92 -16100
61 92 -15770
62 92 -15090
63 92 -14420
64 92 -13220
65 92 -12080
66 92 -12340
67 92 -13360
68 92 -12720
69 92 -12580
70 92 -12580
71 92 -12180
72 92 -12380
73 92 -11850
74 92 -10920
75 92 -9700
76 92 -9660
77 92 -8730
78 92 -8730
79 92 -8820
80 92 -10240
81 92 -9990
82 92 -9980
83 92 -9870
84 92 -10070
85 92 -10240
86 92 -10550
87 92 -10320
88 92 -9750
89 92 -9580
90 92 -9590
91 92 -9290
92 92 -8880
93 92 -8700
94 92 -8940
95 92 -8820
96 92 -9090
97 92 -9370
98 92 -8320
99 92 -12390
100 92 -17180
101 92 -16770
102 92 -14710
103 92 -9740
104 92 -9210
105 92 -9400
106 92 -9430
107 92 -9640
108 92 -9830
109 92 -10100
110 92 -9860
111 92 -9610
112 92 -9830
113 92 -10450
18 91 -14800
19 91 -14800
20 91 -14860
21 91 -14810
22 91 -14820
23 91 -15070
24 91 -15000
25 91 -15270
26 91 -15370
27 91 -15230
28 91 -15210
29 91 -15110
30 91 -15690
31 91 -15690
32 91 -15750
33 91 -16070
34 91 -16059
35 91 -15900
36 91 -15740
37 91 -16010
38 91 -15860
39 91 -15930
40 91 -15450
41 91 -15450
42 91 -15450
43 91 -15620
44 91 -15070
45 91 -15070
46 91 -14770
47 91 -14990
48 91 -15720
49 91 -15870
50 91 -15680
51 91 -15680
52 91 -16000
53 91 -16329
54 91 -16780
55 91 -16640
56 91 -16500
57 91 -16360
58 91 -16230
59 91 -15800
60 91 -15550
61 91 -15730
62 91 -15400
63 91 -14040
64 91 -13330
65 91 -12340
66 91 -12340
67 91 -13380
68 91 -12720
69 91 -12720
70 91 -12540
71 91 -12220
72 91 -12130
73 91 -11700
74 91 -10660
75 91 -9700
76 91 -9570
77 91 -9840
78 91 -9290
79 91 -8820
80 91 -10140
81 91 -10060
82 91 -9570
83 91 -10030
84 91 -9880
85 91 -9800
86 91 -10120
87 91 -10580
88 91 -10310
89 91 -9640
90 91 -9550
91 91 -9550
92 91 -8920
93 91 -8750
94 91 -8920
95 91 -8920
96 91 -9010
97 91 -9090
98 91 -9280
99 91 -17190
100 91 -17340
101 91 -15010
102 91 -13740
103 91 -9590
104 91 -9440
105 91 -9560
106 91 -9440
107 91 -9570
108 91 -9880
109 91 -9900
110 91 -9860
111 91 -9960
112 91 -10190
113 91 -10370
18 90 -14850
19 90 -14830
20 90 -14830
21 90 -14910
22 90 -14880
23 90 -14950
24 90 -14950
25 90 -15480
26 90 -15390
27 90 -15590
28 90 -15110
29 90 -15110
30 90 -15830
31 90 -15850
32 90 -15930
33 90 -15970
34 90 -16030
35 90 -15760
36 90 -15760
37 90 -15880
38 90 -15860
39 90 -16000
40 90 -15630
41 90 -15530
42 90 -15450
43 90 -15640
44 90 -15130
45 90 -15130
46 90 -15130
47 90 -15090
48 90 -15820
49 90 -15790
50 90 -15730
51 90 -15730
52 90 -16500
53 90 -16880
54 90 -16720
55 90 -16440
56 90 -16280
57 90 -16230
58 90 -16239
59 90 -15700
60 90 -15230
61 90 -15650
62 90 -15320
63 90 -13990
64 90 -13890
65 90 -13390
66 90 -12670
67 90 -12490
68 90 -12800
69 90 -12350
70 90 -12240
71 90 -11860
72 90 -11710
73 90 -10870
74 90 -10410
75 90 -10180
76 90 -9530
77 90 -9210
78 90 -9730
79 90 -9880
80 90 -9480
81 90 -9750
82 90 -9810
83 90 -9840
84 90 -9840
85 90 -9390
86 90 -9310
87 90 -10130
88 90 -10130
89 90 -9980
90 90 -9690
91 90 -9600
92 90 -8990
93 90 -8750
94 90 -9060
95 90 -9010
96 90 -9160
97 90 -9390
98 90 -9460
99 90 -14810
100 90 -16760
101 90 -11440
102 90 -11440
103 90 -9170
104 90 -9320
105 90 -9250
106 90 -9460
107 90 -9580
108 90 -9690
109 90 -9830
110 90 -9960
111 90 -9960
112 90 -10130
113 90 -10200
18 89 -14880
19 89 -14880
20 89 -14870
21 89 -14820
22 89 -14820
23 89 -15070
24 89 -15490
25 89 -15520
26 89 -15630
27 89 -15710
28 89 -15180
29 89 -15490
30 89 -15790
31 89 -15930
32 89 -15990
33 89 -15970
34 89 -16020
35 89 -15810
36 89 -15860
37 89 -15970
38 89 -15980
39 89 -15930
40 89 -15630
41 89 -15700
42 89 -15620
43 89 -15670
44 89 -14900
45 89 -14710
46 89 -14710
47 89 -15310
48 89 -15960
49 89 -15850
50 89 -15900
51 89 -16379
52 89 -16690
53 89 -16870
54 89 -16460
55 89 -16260
56 89 -16190
57 89 -16210
58 89 -16120
59 89 -15390
60 89 -15230
61 89 -15560
62 89 -14900
63 89 -13750
64 89 -13010
65 89 -12130
66 89 -12080
67 89 -12300
68 89 -12450
69 89 -12240
70 89 -11780
71 89 -10460
72 89 -10510
73 89 -10480
74 89 -9660
75 89 -9440
76 89 -9900
77 89 -9210
78 89 -9880
79 89 -9380
80 89 -8870
81 89 -9320
82 89 -9840
83 89 -10010
84 89 -10010
85 89 -9260
86 89 -9260
87 89 -9440
88 89 -9330
89 89 -9560
90 89 -10220
91 89 -10240
92 89 -9330
93 89 -9270
94 89 -9230
95 89 -9080
96 89 -9180
97 89 -9390
98 89 -8590
99 89 -8410
100 89 -13370
101 89 -7860
102 89 -12020
103 89 -9380
104 89 -9220
105 89 -9490
106 89 -9350
107 89 -9350
108 89 -9640
109 89 -9750
110 89 -9700
111 89 -9910
112 89 -10130
113 89 -10200
18 88 -14880
19 88 -14830
20 88 -14900
21 88 -15030
22 88 -14970
23 88 -15150
24 88 -15550
25 88 -15690
26 88 -15700
27 88 -15330
28 88 -15320
29 88 -15510
30 88 -15870
31 88 -15870
32 88 -16000
33 88 -16000
34 88 -15840
35 88 -15820
36 88 -15820
37 88 -15270
38 88 -16040
39 88 -15770
40 88 -15730
41 88 -15620
42 88 -15620
43 88 -15540
44 88 -14900
45 88 -15100
46 88 -15470
47 88 -15710
48 88 -15860
49 88 -16000
50 88 -16120
51 88 -16379
52 88 -16830
53 88 -16720
54 88 -16400
55 88 -16129
56 88 -16120
57 88 -16050
58 88 -15910
59 88 -15620
60 88 -15600
61 88 -14930
62 88 -14160
63 88 -12880
64 88 -12030
65 88 -11800
66 88 -11800
67 88 -11760
68 88 -11820
69 88 -10980
70 88 -9880
71 88 -9880
72 88 -10150
73 88 -10010
74 88 -8700
75 88 -8340
76 88 -8780
77 88 -9560
78 88 -9650
79 88 -9090
80 88 -8650
81 88 -9020
82 88 -9830
83 88 -9900
84 88 -9810
85 88 -9260
86 88 -9640
87 88 -8780
88 88 -9060
89 88 -9140
90 88 -9430
91 88 -10260
92 88 -9540
93 88 -9270
94 88 -9270
95 88 -9350
96 88 -9570
97 88 -9590
98 88 -8290
99 88 -7820
100 88 -7820
101 88 -8400
102 88 -9060
103 88 -9300
104 88 -9620
105 88 -9630
106 88 -9460
107 88 -9450
108 88 -9530
109 88 -9440
110 88 -9890
111 88 -9910
112 88 -10030
113 88 -10950
19 87 -14780
20 87 -14660
21 87 -14910
22 87 -14740
23 87 -15230
24 87 -15530
25 87 -15330
26 87 -15160
27 87 -15270
28 87 -15160
29 87 -15520
30 87 -15970
31 87 -15920
32 87 -15980
33 87 -16000
34 87 -15830
35 87 -15740
36 87 -15810
37 87 -16090
38 87 -15970
39 87 -15800
40 87 -15640
41 87 -15500
42 87 -15610
43 87 -15230
44 87 -15230
45 87 -15550
46 87 -15690
47 87 -15820
48 87 -15870
49 87 -16160
50 87 -16379
51 87 -16750
52 87 -16750
53 87 -16650
54 87 -16300
55 87 -16230
56 87 -16070
57 87 -15850
58 87 -15630
59 87 -15580
60 87 -15580
61 87 -14550
62 87 -13150
63 87 -12440
64 87 -11980
65 87 -11430
66 87 -11190
67 87 -11040
68 87 -10920
69 87 -10400
70 87 -9970
71 87 -10030
72 87 -9970
73 87 -8610
74 87 -8220
75 87 -8260
76 87 -8780
77 87 -9470
78 87 -9260
79 87 -9240
80 87 -8610
81 87 -9370
82 87 -9640
83 87 -9310
84 87 -9320
85 87 -8940
86 87 -9230
87 87 -8650
88 87 -8810
89 87 -9030
90 87 -9270
91 87 -9430
92 87 -10530
93 87 -10000
94 87 -9600
95 87 -9620
96 87 -9630
97 87 -9630
98 87 -9400
99 87 -7820
100 87 -7820
101 87 -8400
102 87 -9090
103 87 -9300
104 87 -9740
105 87 -9550
106 87 -9630
107 87 -9370
108 87 -9450
109 87 -9560
110 87 -10020
111 87 -10140
112 87 -10680
113 87 -11050
19 86 -14910
20 86 -14960
21 86 -15070
22 86 -14990
23 86 -15160
24 86 -15270
25 86 -15310
26 86 -15400
27 86 -15530
28 86 -15190
29 86 -15690
30 86 -15960
31 86 -16079
32 86 -15840
33 86 -15750
34 86 -15890
35 86 -15800
36 86 -15890
37 86 -16149
38 86 -15880
39 86 -15740
40 86 -15760
41 86 -15810
42 86 -15520
43 86 -15050
44 86 -15270
45 86 -14840
46 86 -15650
47 86 -15650
48 86 -15910
49 86 -16480
50 86 -16670
51 86 -16660
52 86 -16490
53 86 -16490
54 86 -16239
55 86 -16140
56 86 -15880
57 86 -15530
58 86 -15530
59 86 -15500
60 86 -15400
61 86 -13270
62 86 -12170
63 86 -11810
64 86 -11580
65 86 -11130
66 86 -10680
67 86 -10680
68 86 -10160
69 86 -10160
70 86 -10050
71 86 -9640
72 86 -9640
73 86 -8480
74 86 -8440
75 86 -8500
76 86 -8920
77 86 -8340
78 86 -8340
79 86 -9020
80 86 -9300
81 86 -9490
82 86 -9730
83 86 -9600
84 86 -9290
85 86 -9050
86 86 -8930
87 86 -8590
88 86 -8590
89 86 -8960
90 86 -9260
91 86 -9010
92 86 -9310
93 86 -10410
94 86 -10150
95 86 -10200
96 86 -9830
97 86 -9780
98 86 -9900
99 86 -9720
100 86 -9720
101 86 -9910
102 86 -9440
103 86 -9640
104 86 -9950
105 86 -9520
106 86 -9660
107 86 -9370
108 86 -9600
109 86 -9790
110 86 -10050
111 86 -10220
112 86 -10700
113 86 -11110
114 86 -11730
19 85 -14900
20 85 -15010
21 85 -15090
22 85 -15250
23 85 -15160
24 85 -15170
25 85 -15390
26 85 -15750
27 85 -15450
28 85 -15110
29 85 -15880
30 85 -16090
31 85 -16079
32 85 -15880
33 85 -15820
34 85 -15800
35 85 -15720
36 85 -15850
37 85 -16040
38 85 -15890
39 85 -15860
40 85 -15780
41 85 -15750
42 85 -15080
43 85 -15050
44 85 -15570
45 85 -15260
46 85 -15200
47 85 -15840
48 85 -16270
49 85 -16540
50 85 -16800
51 85 -16550
52 85 -16470
53 85 -16390
54 85 -16110
55 85 -16030
56 85 -15860
57 85 -15390
58 85 -15390
59 85 -15390
60 85 -14780
61 85 -13060
62 85 -12120
63 85 -11570
64 85 -10460
65 85 -10370
66 85 -10370
67 85 -10200
68 85 -10060
69 85 -10030
70 85 -9580
71 85 -9580
72 85 -9580
73 85 -9200
74 85 -9200
75 85 -9480
76 85 -9170
77 85 -8700
78 85 -8510
79 85 -9310
80 85 -9300
81 85 -9300
82 85 -9950
83 85 -9100
84 85 -9030
85 85 -8750
86 85 -8750
87 85 -8750
88 85 -8620
89 85 -8850
90 85 -8840
91 85 -9010
92 85 -9310
93 85 -9960
94 85 -10650
95 85 -10420
96 85 -10540
97 85 -10080
98 85 -10090
99 85 -10190
100 85 -10010
101 85 -9970
102 85 -9990
103 85 -9730
104 85 -9730
105 85 -9600
106 85 -9600
107 85 -9890
108 85 -9900
109 85 -9950
110 85 -10370
111 85 -10460
112 85 -10250
113 85 -10250
114 85 -11730
19 84 -15190
20 84 -14860
21 84 -15350
22 84 -15350
23 84 -15420
24 84 -15700
25 84 -15770
26 84 -15570
27 84 -14960
28 84 -15110
29 84 -15900
30 84 -16020
31 84 -15970
32 84 -15900
33 84 -15840
34 84 -15630
35 84 -15630
36 84 -15990
37 84 -16100
38 84 -15980
39 84 -15860
40 84 -15740
41 84 -15840
42 84 -15980
43 84 -15690
44 84 -15590
45 84 -15380
46 84 -15200
47 84 -15950
48 84 -16510
49 84 -16670
50 84 -16630
51 84 -16500
52 84 -16460
53 84 -16370
54 84 -15890
55 84 -15890
56 84 -15750
57 84 -15490
58 84 -15010
59 84 -15010
60 84 -14080
61 84 -12520
62 84 -11680
63 84 -11000
64 84 -10360
65 84 -10120
66 84 -10130
67 84 -10130
68 84 -10050
69 84 -9800
70 84 -9290
71 84 -9290
72 84 -10010
73 84 -9350
74 84 -9350
75 84 -9350
76 84 -9170
77 84 -8700
78 84 -8630
79 84 -9110
80 84 -9380
81 84 -9440
82 84 -9280
83 84 -9240
84 84 -9160
85 84 -8640
86 84 -8700
87 84 -9080
88 84 -8620
89 84 -8920
90 84 -8840
91 84 -8990
92 84 -9030
93 84 -9030
94 84 -11440
95 84 -10990
96 84 -10710
97 84 -10380
98 84 -10380
99 84 -10220
100 84 -10220
101 84 -10180
102 84 -10030
103 84 -9830
104 84 -9830
105 84 -10000
106 84 -9770
107 84 -9860
108 84 -9930
109 84 -10290
110 84 -10130
111 84 -10000
112 84 -10370
113 84 -11110
114 84 -11770
19 83 -14940
20 83 -14940
21 83 -15290
22 83 -15490
23 83 -15490
24 83 -15720
25 83 -15850
26 83 -15420
27 83 -14890
28 83 -15040
29 83 -16070
30 83 -16000
31 83 -15990
32 83 -15930
33 83 -15930
34 83 -15750
35 83 -15780
36 83 -15950
37 83 -15950
38 83 -15940
39 83 -15870
40 83 -15490
41 83 -15950
42 83 -16180
43 83 -15480
44 83 -15480
45 83 -15560
46 83 -15590
47 83 -16320
48 83 -16720
49 83 -16720
50 83 -16490
51 83 -16390
52 83 -16300
53 83 -16160
54 83 -15920
55 83 -15710
56 83 -15520
57 83 -15140
58 83 -14990
59 83 -14430
60 83 -13560
61 83 -12200
62 83 -11410
63 83 -10760
64 83 -10360
65 83 -10120
66 83 -9920
67 83 -9920
68 83 -10050
69 83 -9520
70 83 -9520
71 83 -9790
72 83 -9730
73 83 -9770
74 83 -9140
75 83 -9010
76 83 -9420
77 83 -9140
78 83 -8320
79 83 -8840
80 83 -9040
81 83 -9470
82 83 -9100
83 83 -8910
84 83 -9030
85 83 -8590
86 83 -8640
87 83 -8720
88 83 -9020
89 83 -8920
90 83 -8730
91 83 -8820
92 83 -9120
93 83 -9170
94 83 -9540
95 83 -11390
96 83 -10970
97 83 -10530
98 83 -10640
99 83 -10760
100 83 -10380
101 83 -10170
102 83 -10100
103 83 -10300
104 83 -10080
105 83 -10740
106 83 -10790
107 83 -10190
108 83 -10590
109 83 -10360
110 83 -10130
111 83 -10390
112 83 -10770
113 83 -11400
114 83 -11530
19 82 -15150
20 82 -15220
21 82 -15310
22 82 -15340
23 82 -15340
24 82 -15710
25 82 -15810
26 82 -14800
27 82 -14890
28 82 -15500
29 82 -16059
30 82 -16000
31 82 -15920
32 82 -16040
33 82 -15190
34 82 -15630
35 82 -16040
36 82 -16140
37 82 -16110
38 82 -16079
39 82 -16020
40 82 -16020
41 82 -16180
42 82 -15780
43 82 -15090
44 82 -15320
45 82 -15630
46 82 -16140
47 82 -16610
48 82 -16800
49 82 -16570
50 82 -16400
51 82 -16329
52 82 -16260
53 82 -16090
54 82 -15810
55 82 -15650
56 82 -15500
57 82 -15270
58 82 -14520
59 82 -14070
60 82 -12380
61 82 -11620
62 82 -10900
63 82 -10230
64 82 -9930
65 82 -9910
66 82 -9720
67 82 -9640
68 82 -10010
69 82 -9530
70 82 -9530
71 82 -10110
72 82 -9880
73 82 -9690
74 82 -9030
75 82 -9270
76 82 -9080
77 82 -9130
78 82 -8490
79 82 -8840
80 82 -9210
81 82 -9330
82 82 -9130
83 82 -8750
84 82 -8750
85 82 -8910
86 82 -8650
87 82 -8520
88 82 -8830
89 82 -8960
90 82 -9100
91 82 -8840
92 82 -9040
93 82 -9340
94 82 -9540
95 82 -11210
96 82 -10970
97 82 -10700
98 82 -10700
99 82 -10790
100 82 -10880
101 82 -10550
102 82 -10470
103 82 -10050
104 82 -9670
105 82 -9950
106 82 -10160
107 82 -10050
108 82 -10370
109 82 -10370
110 82 -10920
111 82 -10750
112 82 -10980
113 82 -11350
114 82 -11620
19 81 -15210
20 81 -15210
21 81 -15240
22 81 -15340
23 81 -15340
24 81 -15630
25 81 -15630
26 81 -14800
27 81 -15210
28 81 -15570
29 81 -16120
30 81 -15960
31 81 -15850
32 81 -15510
33 81 -15430
34 81 -15600
35 81 -16020
36 81 -15870
37 81 -16100
38 81 -16200
39 81 -16020
40 81 -16020
41 81 -16170
42 81 -15390
43 81 -15220
44 81 -15800
45 81 -15850
46 81 -16530
47 81 -16790
48 81 -16590
49 81 -16420
50 81 -16420
51 81 -16260
52 81 -16059
53 81 -15880
54 81 -15810
55 81 -15650
56 81 -15210
57 81 -14220
58 81 -14080
59 81 -12360
60 81 -11620
61 81 -10970
62 81 -10600
63 81 -9410
64 81 -9820
65 81 -9080
66 81 -9520
67 81 -9640
68 81 -9570
69 81 -9340
70 81 -9340
71 81 -9720
72 81 -9200
73 81 -10050
74 81 -8970
75 81 -8970
76 81 -9020
77 81 -8940
78 81 -8760
79 81 -9070
80 81 -8830
81 81 -8830
82 81 -8920
83 81 -8530
84 81 -8450
85 81 -8690
86 81 -8840
87 81 -8690
88 81 -8750
89 81 -8990
90 81 -9040
91 81 -9090
92 81 -9260
93 81 -9690
94 81 -10210
95 81 -11090
96 81 -10920
97 81 -10760
98 81 -10900
99 81 -10890
100 81 -10900
101 81 -10840
102 81 -10060
103 81 -9820
104 81 -10000
105 81 -9810
106 81 -9860
107 81 -9890
108 81 -10080
109 81 -10180
110 81 -10460
111 81 -10550
112 81 -10690
113 81 -11620
114 81 -11620
19 80 -15450
20 80 -15240
21 80 -15180
22 80 -15460
23 80 -15320
24 80 -15610
25 80 -15230
26 80 -15120
27 80 -14910
28 80 -15850
29 80 -15650
30 80 -15280
31 80 -15500
32 80 -15500
33 80 -16040
34 80 -15930
35 80 -15240
36 80 -15780
37 80 -16280
38 80 -16290
39 80 -16059
40 80 -16050
41 80 -15430
42 80 -15430
43 80 -15460
44 80 -16050
45 80 -16350
46 80 -16860
47 80 -16660
48 80 -16309
49 80 -16290
50 80 -16219
51 80 -16040
52 80 -16010
53 80 -15810
54 80 -15450
55 80 -15460
56 80 -14270
57 80 -12370
58 80 -11990
59 80 -11700
60 80 -10910
61 80 -10530
62 80 -10200
63 80 -9410
64 80 -9590
65 80 -9160
66 80 -9050
67 80 -9180
68 80 -9700
69 80 -9630
70 80 -9200
71 80 -9310
72 80 -9160
73 80 -9290
74 80 -8940
75 80 -9180
76 80 -8980
77 80 -9080
78 80 -8760
79 80 -9070
80 80 -8500
81 80 -8540
82 80 -8410
83 80 -8180
84 80 -8690
85 80 -8550
86 80 -8830
87 80 -8570
88 80 -8800
89 80 -8850
90 80 -9030
91 80 -9240
92 80 -9240
93 80 -10160
94 80 -9850
95 80 -10610
96 80 -10800
97 80 -10960
98 80 -11040
99 80 -10910
100 80 -10960
101 80 -10700
102 80 -10140
103 80 -9700
104 80 -9680
105 80 -9810
106 80 -9880
107 80 -9770
108 80 -10150
109 80 -10920
110 80 -10440
111 80 -11120
112 80 -10800
113 80 -11500
114 80 -12070
19 79 -15370
20 79 -15370
21 79 -15180
22 79 -15360
23 79 -15360
24 79 -15450
25 79 -15230
26 79 -15220
27 79 -14940
28 79 -16020
29 79 -15970
30 79 -16059
31 79 -16290
32 79 -15460
33 79 -15800
34 79 -15670
35 79 -15680
36 79 -15790
37 79 -16470
38 79 -15570
39 79 -15570
40 79 -16140
41 79 -15500
42 79 -15500
43 79 -15720
44 79 -16230
45 79 -16600
46 79 -16890
47 79 -16360
48 79 -16309
49 79 -16290
50 79 -16090
51 79 -15940
52 79 -15910
53 79 -15690
54 79 -15290
55 79 -14570
56 79 -13050
57 79 -12590
58 79 -11520
59 79 -11000
60 79 -10870
61 79 -10300
62 79 -9970
63 79 -9980
64 79 -9480
65 79 -9240
66 79 -9040
67 79 -8890
68 79 -9610
69 79 -9250
70 79 -9200
71 79 -9060
72 79 -8760
73 79 -9180
74 79 -8950
75 79 -9250
76 79 -9200
77 79 -9000
78 79 -8200
79 79 -8590
80 79 -8640
81 79 -8280
82 79 -8320
83 79 -8410
84 79 -8580
85 79 -8610
86 79 -8830
87 79 -8570
88 79 -8900
89 79 -9070
90 79 -9300
91 79 -9560
92 79 -9570
93 79 -10440
94 79 -9850
95 79 -10020
96 79 -10860
97 79 -10970
98 79 -10910
99 79 -10910
100 79 -11040
101 79 -10600
102 79 -9890
103 79 -9890
104 79 -9840
105 79 -10260
106 79 -9920
107 79 -10100
108 79 -10410
109 79 -10950
110 79 -10840
111 79 -10870
112 79 -11300
113 79 -11280
114 79 -11280
19 78 -15540
20 78 -15300
21 78 -15410
22 78 -15420
23 78 -15520
24 78 -15570
25 78 -15460
26 78 -15150
27 78 -15400
28 78 -16210
29 78 -16079
30 78 -16079
31 78 -15650
32 78 -15050
33 78 -15080
34 78 -15080
35 78 -15470
36 78 -16160
37 78 -16550
38 78 -15570
39 78 -15570
40 78 -15790
41 78 -15810
42 78 -15960
43 78 -16260
44 78 -16790
45 78 -17090
46 78 -16590
47 78 -16280
48 78 -16180
49 78 -16090
50 78 -16059
51 78 -15910
52 78 -15710
53 78 -15670
54 78 -15120
55 78 -13580
56 78 -12990
57 78 -11940
58 78 -10860
59 78 -10610
60 78 -10780
61 78 -10350
62 78 -10090
63 78 -9540
64 78 -9120
65 78 -9200
66 78 -9040
67 78 -8780
68 78 -9220
69 78 -8920
70 78 -9090
71 78 -9150
72 78 -8640
73 78 -8640
74 78 -9190
75 78 -9150
76 78 -9310
77 78 -8750
78 78 -8200
79 78 -8530
80 78 -8500
81 78 -8250
82 78 -8010
83 78 -8460
84 78 -8680
85 78 -8610
86 78 -8850
87 78 -8850
88 78 -9100
89 78 -8870
90 78 -9080
91 78 -9680
92 78 -10380
93 78 -10490
94 78 -10760
95 78 -10020
96 78 -10980
97 78 -10830
98 78 -10600
99 78 -10900
100 78 -10690
101 78 -10600
102 78 -9690
103 78 -9890
104 78 -10040
105 78 -10290
106 78 -10610
107 78 -10100
108 78 -11030
109 78 -10680
110 78 -11000
111 78 -10840
112 78 -11280
113 78 -11630
114 78 -11770
19 77 -15350
20 77 -15310
21 77 -15300
22 77 -15300
23 77 -15540
24 77 -15280
25 77 -15360
26 77 -14960
27 77 -15390
28 77 -16340
29 77 -15760
30 77 -15760
31 77 -15980
32 77 -15950
33 77 -16020
34 77 -15700
35 77 -15760
36 77 -16440
37 77 -16650
38 77 -15530
39 77 -16090
40 77 -15700
41 77 -15860
42 77 -16210
43 77 -16450
44 77 -16970
45 77 -16430
46 77 -16490
47 77 -16230
48 77 -16040
49 77 -16010
50 77 -15950
51 77 -15730
52 77 -15660
53 77 -15220
54 77 -14120
55 77 -12490
56 77 -11730
57 77 -11030
58 77 -10760
59 77 -10350
60 77 -10350
61 77 -9850
62 77 -8920
63 77 -9120
64 77 -8750
65 77 -9150
66 77 -8700
67 77 -8700
68 77 -8910
69 77 -8790
70 77 -8830
71 77 -9280
72 77 -8570
73 77 -8640
74 77 -9350
75 77 -9350
76 77 -9310
77 77 -8170
78 77 -8130
79 77 -8470
80 77 -8350
81 77 -7880
82 77 -8170
83 77 -8400
84 77 -8960
85 77 -8590
86 77 -8600
87 77 -8850
88 77 -8770
89 77 -9280
90 77 -9360
91 77 -9870
92 77 -10610
93 77 -10690
94 77 -10680
95 77 -10640
96 77 -10810
97 77 -10820
98 77 -10600
99 77 -10680
100 77 -10700
101 77 -10560
102 77 -11010
103 77 -10620
104 77 -10310
105 77 -10610
106 77 -10850
107 77 -10230
108 77 -9830
109 77 -10040
110 77 -10320
111 77 -11100
112 77 -11350
113 77 -11470
114 77 -11740
19 76 -15220
20 76 -15390
21 76 -15190
22 76 -15140
23 76 -15240
24 76 -15180
25 76 -15130
26 76 -15460
27 76 -15420
28 76 -16170
29 76 -14870
30 76 -15420
31 76 -16020
32 76 -15910
33 76 -16320
34 76 -15430
35 76 -15550
36 76 -16570
37 76 -16100
38 76 -15700
39 76 -16149
40 76 -16030
41 76 -16160
42 76 -16210
43 76 -16660
44 76 -16510
45 76 -16170
